[I 2025-03-21 13:29:52,884] A new study created in memory with name: no-name-5e95a810-2aac-4c94-847d-af21ae1a71f3
[I 2025-03-21 13:45:33,697] Trial 61 finished with value: 0.9061538457870484 and parameters: {'n_units_l0': 89, 'dropout_l0': 0.20758730326401775, 'n_units_l1': 76, 'dropout_l1': 0.34838676284088804, 'learning_rate': 9.84808963901959e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:45:42,076] Trial 62 finished with value: 0.8713845968246461 and parameters: {'n_units_l0': 88, 'dropout_l0': 0.22574300280492826, 'n_units_l1': 81, 'dropout_l1': 0.21738764406663091, 'learning_rate': 6.902532592209197e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:45:59,886] Trial 63 finished with value: 0.9021538496017456 and parameters: {'n_units_l0': 93, 'dropout_l0': 0.21473089359571643, 'n_units_l1': 72, 'dropout_l1': 0.20479885811826415, 'learning_rate': 7.149395313813615e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:46:14,699] Trial 64 finished with value: 0.9018461585044861 and parameters: {'n_units_l0': 97, 'dropout_l0': 0.2015093028902877, 'n_units_l1': 75, 'dropout_l1': 0.2341790463465755, 'learning_rate': 1.9448535384803345e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:46:32,604] Trial 65 finished with value: 0.8876922965049744 and parameters: {'n_units_l0': 85, 'dropout_l0': 0.3958279787535369, 'n_units_l1': 78, 'dropout_l1': 0.21211330904995554, 'learning_rate': 8.195003477555982e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:46:47,041] Trial 66 finished with value: 0.9061538457870484 and parameters: {'n_units_l0': 89, 'dropout_l0': 0.245437373412124, 'n_units_l1': 83, 'dropout_l1': 0.21897888901722742, 'learning_rate': 3.036359998866785e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:47:01,427] Trial 67 finished with value: 0.891076934337616 and parameters: {'n_units_l0': 99, 'dropout_l0': 0.3486127121855319, 'n_units_l1': 71, 'dropout_l1': 0.20111102273552697, 'learning_rate': 2.282200389547976e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:47:06,854] Trial 68 pruned. Trial was pruned at epoch 10.
[I 2025-03-21 13:47:24,862] Trial 69 finished with value: 0.9181538462638856 and parameters: {'n_units_l0': 87, 'dropout_l0': 0.21756166915979464, 'n_units_l1': 74, 'dropout_l1': 0.20874771643593057, 'learning_rate': 5.9455881082194115e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:47:40,450] Trial 70 finished with value: 0.9116923213005067 and parameters: {'n_units_l0': 87, 'dropout_l0': 0.21685124186220778, 'n_units_l1': 74, 'dropout_l1': 0.21486887749560601, 'learning_rate': 7.314867540577167e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:47:51,692] Trial 71 finished with value: 0.8695384740829468 and parameters: {'n_units_l0': 86, 'dropout_l0': 0.21686223180949593, 'n_units_l1': 74, 'dropout_l1': 0.20965498717388364, 'learning_rate': 5.899685954634327e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:48:07,274] Trial 72 finished with value: 0.9132307887077332 and parameters: {'n_units_l0': 88, 'dropout_l0': 0.22613801882565895, 'n_units_l1': 79, 'dropout_l1': 0.21443467335379787, 'learning_rate': 7.313566783940754e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:48:25,469] Trial 73 finished with value: 0.8978461503982544 and parameters: {'n_units_l0': 88, 'dropout_l0': 0.22544056837706794, 'n_units_l1': 78, 'dropout_l1': 0.2157529317769716, 'learning_rate': 8.171452377770293e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:48:40,795] Trial 74 finished with value: 0.9012307882308961 and parameters: {'n_units_l0': 87, 'dropout_l0': 0.20660659471420398, 'n_units_l1': 79, 'dropout_l1': 0.20630470416843122, 'learning_rate': 7.326030864972814e-05}. Best is trial 49 with value: 0.919692313671112.
[I 2025-03-21 13:48:59,306] Trial 75 finished with value: 0.8812307715415956 and parameters: {'n_units_l0': 90, 'dropout_l0': 0.22821568691148308, 'n_units_l1': 73, 'dropout_l1': 0.2139678254980604, 'learning_rate': 9.159148248871228e-05}. Best is trial 49 with value: 0.919692313671112.
