[I 2025-03-20 21:51:29,640] A new study created in memory with name: no-name-96cee79f-6e35-45db-aae4-f778d5285f6d
[I 2025-03-20 22:04:03,279] Trial 81 finished with value: 0.8315769016742706 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 108, 'dropout_l0': 0.2712238664848319, 'activation_l1': 'leaky_relu', 'n_units_l1': 26, 'dropout_l1': 0.4731967584197592, 'learning_rate': 2.0519030164929116e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:04:11,030] Trial 82 finished with value: 0.8459999859333038 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 114, 'dropout_l0': 0.21389928705070252, 'activation_l1': 'leaky_relu', 'n_units_l1': 30, 'dropout_l1': 0.4635168707848984, 'learning_rate': 2.239737404364019e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:04:23,970] Trial 83 finished with value: 0.8795384347438813 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 97, 'dropout_l0': 0.3360982602283805, 'activation_l1': 'leaky_relu', 'n_units_l1': 46, 'dropout_l1': 0.46721197024462935, 'learning_rate': 4.3649687725127926e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:04:43,951] Trial 84 finished with value: 0.8800769150257111 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 85, 'dropout_l0': 0.32620371935858034, 'activation_l1': 'leaky_relu', 'n_units_l1': 39, 'dropout_l1': 0.4852201553836869, 'learning_rate': 4.031887396741044e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:05:03,036] Trial 85 finished with value: 0.868230766057968 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 101, 'dropout_l0': 0.2443883040332827, 'activation_l1': 'leaky_relu', 'n_units_l1': 61, 'dropout_l1': 0.4928750168581528, 'learning_rate': 2.622654387214361e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:05:17,305] Trial 86 finished with value: 0.8609615325927733 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 70, 'dropout_l0': 0.36464940393295087, 'activation_l1': 'leaky_relu', 'n_units_l1': 87, 'dropout_l1': 0.4554567086001493, 'learning_rate': 3.2793633354402835e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:05:25,821] Trial 87 finished with value: 0.8497692227363587 and parameters: {'activation_l0': 'elu', 'n_units_l0': 117, 'dropout_l0': 0.2848166251876672, 'activation_l1': 'elu', 'n_units_l1': 52, 'dropout_l1': 0.21414433171538946, 'learning_rate': 2.446669956263328e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:05:38,563] Trial 88 finished with value: 0.8814230740070343 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 92, 'dropout_l0': 0.2971326739124445, 'activation_l1': 'leaky_relu', 'n_units_l1': 29, 'dropout_l1': 0.4450153645447752, 'learning_rate': 5.6049022077666706e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:05:44,040] Trial 89 pruned. Trial was pruned at epoch 10.
[I 2025-03-20 22:05:48,822] Trial 90 pruned. Trial was pruned at epoch 10.
[I 2025-03-20 22:05:54,272] Trial 91 finished with value: 0.816692316532135 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 92, 'dropout_l0': 0.30192168663628083, 'activation_l1': 'leaky_relu', 'n_units_l1': 40, 'dropout_l1': 0.44523506103360183, 'learning_rate': 6.202841456969531e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:04,632] Trial 92 finished with value: 0.8655384480953217 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 128, 'dropout_l0': 0.2986864071774786, 'activation_l1': 'leaky_relu', 'n_units_l1': 28, 'dropout_l1': 0.4435683269646795, 'learning_rate': 5.578638265108226e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:15,642] Trial 93 finished with value: 0.8839230895042418 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 79, 'dropout_l0': 0.288927996084865, 'activation_l1': 'leaky_relu', 'n_units_l1': 23, 'dropout_l1': 0.47661793867919433, 'learning_rate': 5.0765395241187834e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:20,087] Trial 94 pruned. Trial was pruned at epoch 14.
[I 2025-03-20 22:06:29,793] Trial 95 finished with value: 0.8666153669357299 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 74, 'dropout_l0': 0.2769571424377974, 'activation_l1': 'leaky_relu', 'n_units_l1': 26, 'dropout_l1': 0.46967500853530775, 'learning_rate': 5.183341437205284e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:39,407] Trial 96 finished with value: 0.8808845937252043 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 81, 'dropout_l0': 0.26682474466502637, 'activation_l1': 'elu', 'n_units_l1': 24, 'dropout_l1': 0.4976265444236718, 'learning_rate': 4.490439802477641e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:50,010] Trial 97 finished with value: 0.8579230546951293 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 42, 'dropout_l0': 0.33536841272938456, 'activation_l1': 'leaky_relu', 'n_units_l1': 36, 'dropout_l1': 0.48180878642735625, 'learning_rate': 4.146278784710388e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:06:57,755] Trial 98 finished with value: 0.8493077039718627 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 104, 'dropout_l0': 0.2505015589156773, 'activation_l1': 'leaky_relu', 'n_units_l1': 19, 'dropout_l1': 0.4535404797835376, 'learning_rate': 4.5731181580843806e-05}. Best is trial 70 with value: 0.8904615223407744.
[I 2025-03-20 22:07:07,742] Trial 99 finished with value: 0.8769230961799621 and parameters: {'activation_l0': 'leaky_relu', 'n_units_l0': 67, 'dropout_l0': 0.2927838739750811, 'activation_l1': 'leaky_relu', 'n_units_l1': 58, 'dropout_l1': 0.48977811087175865, 'learning_rate': 4.98962971627117e-05}. Best is trial 70 with value: 0.8904615223407744.
